trial,CID,SID,GID,TID
SA24,566158,13,7178764,45329
ES37,562712,44,7179800,45328
SA24,562713,70,7179805,45329
ES37,562714,91,7179812,45328
SA24,562758,34,7179819,45329
ES38,571439,20,7310216,46171
ES38,571496,80,7310280,46171
SA25,571496,82,7310282,46172
ES38,571655,54,7310423,46171
SA25,571838,65,7310704,46172
ES38,571845,28,7310723,46171
SA25,571856,38,7310785,46172
ES38,571869,41,7310807,46171
SA25,571875,33,7310835,46172
SA25,571879,63,7310893,46172
ES38,571880,33,7310905,46171
ES38,571955,24,7311077,46171
ES38,572131,22,7311612,46171
SA25,572220,75,7311894,46172
ES38,572221,22,7311895,46171
SA25,572332,53,7312223,46172
ES38,569774,36,7312360,46171
ES38,569784,18,7312378,46171
ES38,570496,52,7312934,46171
SA25,570506,34,7312955,46172
ES38,570548,36,7313028,46171
ES38,570757,42,7313462,46171
SA25,570871,47,7313724,46172
ES38,570894,96,7313804,46171
ES38,570894,98,7313806,46171
ES38,571336,43,7395694,46171
SA25,571371,83,7395822,46172
ES38,571408,35,7395899,46171
ES38,571452,60,7396039,46171
SA25,571476,53,7396104,46172
ES38,571496,143,7396133,46171
ES38,571496,153,7396143,46171
ES38,571512,31,7396161,46171
SA25,571525,21,7396194,46172
SA25,571528,31,7396209,46172
ES38,571540,35,7396228,46171
ES38,571543,30,7396235,46171
ES38,571586,56,7396355,46171
ES38,571701,72,7396550,46171
SA25,571755,33,7396624,46172
SA25,571768,23,7396638,46172
SA25,571768,24,7396639,46172
ES38,571821,38,7396710,46171
ES38,571858,57,7396745,46171
SA25,572074,96,7397372,46172
SA25,572119,43,7397687,46172
SA25,572130,64,7397728,46172
SA25,572161,69,7397815,46172
SA25,572237,56,7398212,46172
SA25,572239,99,7398245,46172
SA25,572273,40,7398376,46172
SA25,569807,56,7398701,46172
SA25,569893,83,7398846,46172
SA25,570023,63,7399014,46172
ES38,570064,21,7399072,46171
SA25,570151,32,7399179,46172
SA25,570443,21,7399267,46172
SA25,570471,67,7399345,46172
SA25,570521,39,7399399,46172
SA25,570522,76,7399413,46172
ES38,570529,24,7399442,46171
SA25,570545,93,7399485,46172
ES38,570547,57,7399497,46171
SA25,570575,37,7399541,46172
SA25,570576,66,7399548,46172
SA25,570589,56,7399578,46172
SA25,570613,111,7399636,46172
SA25,570613,112,7399637,46172
ES38,570615,56,7399645,46171
ES38,570616,63,7399653,46171
SA25,570649,52,7399712,46172
ES38,570714,41,7399829,46171
SA25,570714,44,7399832,46172
ES38,570723,66,7399875,46171
ES38,570758,81,7399966,46171
SA25,570812,83,7400091,46172
ES38,570881,32,7400337,46171
ES38,570937,36,7400442,46171
ES38,570937,40,7400446,46171
ES38,570939,135,7400458,46171
ES38,570939,137,7400460,46171
ES38,570939,144,7400467,46171
SA25,570942,52,7400491,46172
SA25,568431,40,7400579,46172
ES38,568459,64,7400602,46171
SA25,568487,34,7400624,46172
ES38,568517,38,7400679,46171
SA25,568540,16,7400700,46172
SA25,568590,20,7400738,46172
SA25,568608,50,7400748,46172
ES38,568630,33,7400769,46171
ES38,568630,35,7400771,46171
ES37,343585,179,7694609,45328
ES34,516361,518,7806808,42576
