"Trial.name","eswyt","eswyt.no","Occ","Loc_no","Country","Loc_desc","Cycle","CID","SID","Gen_name","Trait_no","Trait.name","Value","EMS","SE","Unit","cidsid"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",459354,79,"PICAFLOR #1",144,"GRAIN_YIELD",6.195,0.209,0.457,"t/ha","459354_79"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",459354,79,"PICAFLOR #1",144,"GRAIN_YIELD",6.589,0.169,0.411,"t/ha","459354_79"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",459355,73,"SUPER 152",144,"GRAIN_YIELD",6.835,0.057,0.239,"t/ha","459355_73"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",459355,73,"SUPER 152",144,"GRAIN_YIELD",6.508,0.036,0.499,"t/ha","459355_73"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",459355,73,"SUPER 152",144,"GRAIN_YIELD",5.875,0.061,0.488,"t/ha","459355_73"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",459355,73,"SUPER 152",144,"GRAIN_YIELD",7.735,0.209,0.457,"t/ha","459355_73"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",459355,73,"SUPER 152",144,"GRAIN_YIELD",6.982,0.169,0.411,"t/ha","459355_73"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",18,42140,"MEXICO","CIANO-BED-5IR","2013",459355,73,"SUPER 152",144,"GRAIN_YIELD",7.178,0.015,0.437,"t/ha","459355_73"
"34TH ELITE SPRING WHEAT YT",34,"eswyt.34",19,42141,"MEXICO","CIANO-FLAT-5IR","2013",459355,73,"SUPER 152",144,"GRAIN_YIELD",7.023,0.002,0.262,"t/ha","459355_73"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",463399,42,"CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/WEAVER/5/2*KAUZ/6/PRL/2*PASTOR",144,"GRAIN_YIELD",7.195,0.061,0.488,"t/ha","463399_42"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",463399,42,"CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/WEAVER/5/2*KAUZ/6/PRL/2*PASTOR",144,"GRAIN_YIELD",7.155,0.209,0.457,"t/ha","463399_42"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",463399,42,"CNDO/R143//ENTE/MEXI_2/3/AEGILOPS SQUARROSA (TAUS)/4/WEAVER/5/2*KAUZ/6/PRL/2*PASTOR",144,"GRAIN_YIELD",6.364,0.169,0.411,"t/ha","463399_42"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",463491,183,"PRL/2*PASTOR/4/CHOIX/STAR/3/HE1/3*CNO79//2*SERI",144,"GRAIN_YIELD",7.263,0.061,0.488,"t/ha","463491_183"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",463491,183,"PRL/2*PASTOR/4/CHOIX/STAR/3/HE1/3*CNO79//2*SERI",144,"GRAIN_YIELD",6.99,0.209,0.457,"t/ha","463491_183"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",463491,183,"PRL/2*PASTOR/4/CHOIX/STAR/3/HE1/3*CNO79//2*SERI",144,"GRAIN_YIELD",6.162,0.169,0.411,"t/ha","463491_183"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",463491,192,"PRL/2*PASTOR/4/CHOIX/STAR/3/HE1/3*CNO79//2*SERI",144,"GRAIN_YIELD",7.568,0.061,0.488,"t/ha","463491_192"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",463491,192,"PRL/2*PASTOR/4/CHOIX/STAR/3/HE1/3*CNO79//2*SERI",144,"GRAIN_YIELD",7.205,0.209,0.457,"t/ha","463491_192"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",463491,192,"PRL/2*PASTOR/4/CHOIX/STAR/3/HE1/3*CNO79//2*SERI",144,"GRAIN_YIELD",6.239,0.169,0.411,"t/ha","463491_192"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",463491,196,"PRL/2*PASTOR/4/CHOIX/STAR/3/HE1/3*CNO79//2*SERI",144,"GRAIN_YIELD",7.21,0.061,0.488,"t/ha","463491_196"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",463491,196,"PRL/2*PASTOR/4/CHOIX/STAR/3/HE1/3*CNO79//2*SERI",144,"GRAIN_YIELD",7.395,0.209,0.457,"t/ha","463491_196"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",463491,196,"PRL/2*PASTOR/4/CHOIX/STAR/3/HE1/3*CNO79//2*SERI",144,"GRAIN_YIELD",6.509,0.169,0.411,"t/ha","463491_196"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",463508,200,"PFAU/MILAN/5/CHEN/AEGILOPS SQUARROSA (TAUS)//BCN/3/VEE#7/BOW/4/PASTOR",144,"GRAIN_YIELD",6.707,0.061,0.488,"t/ha","463508_200"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",463508,200,"PFAU/MILAN/5/CHEN/AEGILOPS SQUARROSA (TAUS)//BCN/3/VEE#7/BOW/4/PASTOR",144,"GRAIN_YIELD",7.825,0.209,0.457,"t/ha","463508_200"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",463508,200,"PFAU/MILAN/5/CHEN/AEGILOPS SQUARROSA (TAUS)//BCN/3/VEE#7/BOW/4/PASTOR",144,"GRAIN_YIELD",6.944,0.169,0.411,"t/ha","463508_200"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",465540,30,"CIRCUS/ELVIRA//PFAU/WEAVER",144,"GRAIN_YIELD",6.856,0.061,0.488,"t/ha","465540_30"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",465540,30,"CIRCUS/ELVIRA//PFAU/WEAVER",144,"GRAIN_YIELD",7.25,0.209,0.457,"t/ha","465540_30"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",465540,30,"CIRCUS/ELVIRA//PFAU/WEAVER",144,"GRAIN_YIELD",6.89,0.169,0.411,"t/ha","465540_30"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",465822,92,"CHEN/AE.SQ//2*OPATA/3/TILHI/4/ATTILA/2*PASTOR",144,"GRAIN_YIELD",6.747,0.061,0.488,"t/ha","465822_92"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",465822,92,"CHEN/AE.SQ//2*OPATA/3/TILHI/4/ATTILA/2*PASTOR",144,"GRAIN_YIELD",7.69,0.209,0.457,"t/ha","465822_92"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",465822,92,"CHEN/AE.SQ//2*OPATA/3/TILHI/4/ATTILA/2*PASTOR",144,"GRAIN_YIELD",6.683,0.169,0.411,"t/ha","465822_92"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",474860,31,"PFAU/MILAN//FISCAL",144,"GRAIN_YIELD",6.501,0.057,0.239,"t/ha","474860_31"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",474860,31,"PFAU/MILAN//FISCAL",144,"GRAIN_YIELD",6.531,0.036,0.499,"t/ha","474860_31"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",474907,52,"SKAUZ*2/FCT//FISCAL",144,"GRAIN_YIELD",6.931,0.057,0.239,"t/ha","474907_52"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",474907,52,"SKAUZ*2/FCT//FISCAL",144,"GRAIN_YIELD",7.257,0.036,0.499,"t/ha","474907_52"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",474954,49,"VEE/PJN//KAUZ/3/PASTOR/4/FISCAL",144,"GRAIN_YIELD",6.521,0.057,0.239,"t/ha","474954_49"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",474954,49,"VEE/PJN//KAUZ/3/PASTOR/4/FISCAL",144,"GRAIN_YIELD",6.607,0.036,0.499,"t/ha","474954_49"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",474973,70,"PRL/2*PASTOR/3/MILAN/KAUZ//CHIL/CHUM18",144,"GRAIN_YIELD",6.066,0.057,0.239,"t/ha","474973_70"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",474973,70,"PRL/2*PASTOR/3/MILAN/KAUZ//CHIL/CHUM18",144,"GRAIN_YIELD",6.351,0.036,0.499,"t/ha","474973_70"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",475003,47,"SW89.5193/KAUZ/3/CHIBIA//PRLII/CM65531",144,"GRAIN_YIELD",7.045,0.057,0.239,"t/ha","475003_47"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",475003,47,"SW89.5193/KAUZ/3/CHIBIA//PRLII/CM65531",144,"GRAIN_YIELD",6.58,0.036,0.499,"t/ha","475003_47"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",475024,14,"MUNIA/CHTO/3/PFAU/BOW//VEE#9/4/CHEN/AEGILOPS SQUARROSA (TAUS)//BCN/5/BABAX/LR42//BABAX",144,"GRAIN_YIELD",6.877,0.057,0.239,"t/ha","475024_14"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",475024,14,"MUNIA/CHTO/3/PFAU/BOW//VEE#9/4/CHEN/AEGILOPS SQUARROSA (TAUS)//BCN/5/BABAX/LR42//BABAX",144,"GRAIN_YIELD",6.35,0.036,0.499,"t/ha","475024_14"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",475202,47,"VORB/FISCAL",144,"GRAIN_YIELD",7.158,0.057,0.239,"t/ha","475202_47"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",475202,47,"VORB/FISCAL",144,"GRAIN_YIELD",7.039,0.036,0.499,"t/ha","475202_47"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",475215,148,"CHIBIA//PRLII/CM65531/3/FISCAL",144,"GRAIN_YIELD",7.047,0.057,0.239,"t/ha","475215_148"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",475215,148,"CHIBIA//PRLII/CM65531/3/FISCAL",144,"GRAIN_YIELD",6.381,0.036,0.499,"t/ha","475215_148"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",11,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",475217,40,"CHIBIA//PRLII/CM65531/3/MISR2, EGY",144,"GRAIN_YIELD",7.056,0.057,0.239,"t/ha","475217_40"
"29TH ELITE SPRING WHEAT YT",29,"eswyt.29",13,42138,"MEXICO","CIANO - FULL IRRIGATION","2008",475217,40,"CHIBIA//PRLII/CM65531/3/MISR2, EGY",144,"GRAIN_YIELD",6.667,0.036,0.499,"t/ha","475217_40"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",476926,68,"DANPHE",144,"GRAIN_YIELD",7.049,0.061,0.488,"t/ha","476926_68"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",476926,68,"DANPHE",144,"GRAIN_YIELD",7.87,0.209,0.457,"t/ha","476926_68"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",476926,68,"DANPHE",144,"GRAIN_YIELD",6.59,0.169,0.411,"t/ha","476926_68"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",476927,38,"KIRITATI/4/2*SERI.1B*2/3/KAUZ*2/BOW//KAUZ",144,"GRAIN_YIELD",6.443,0.061,0.488,"t/ha","476927_38"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",476927,38,"KIRITATI/4/2*SERI.1B*2/3/KAUZ*2/BOW//KAUZ",144,"GRAIN_YIELD",6.82,0.209,0.457,"t/ha","476927_38"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",476927,38,"KIRITATI/4/2*SERI.1B*2/3/KAUZ*2/BOW//KAUZ",144,"GRAIN_YIELD",6.346,0.169,0.411,"t/ha","476927_38"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",476938,41,"KIRITATI/2*WBLL1",144,"GRAIN_YIELD",6.888,0.061,0.488,"t/ha","476938_41"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",476938,41,"KIRITATI/2*WBLL1",144,"GRAIN_YIELD",7.385,0.209,0.457,"t/ha","476938_41"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",476938,41,"KIRITATI/2*WBLL1",144,"GRAIN_YIELD",6.837,0.169,0.411,"t/ha","476938_41"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",476939,53,"KIRITATI/2*TRCH",144,"GRAIN_YIELD",7.32,0.061,0.488,"t/ha","476939_53"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",476939,53,"KIRITATI/2*TRCH",144,"GRAIN_YIELD",7.685,0.209,0.457,"t/ha","476939_53"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",476939,53,"KIRITATI/2*TRCH",144,"GRAIN_YIELD",6.195,0.169,0.411,"t/ha","476939_53"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",476940,53,"WEAVER/TSC//WEAVER/3/WEAVER/4/2*WAXWING",144,"GRAIN_YIELD",6.658,0.061,0.488,"t/ha","476940_53"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",476940,53,"WEAVER/TSC//WEAVER/3/WEAVER/4/2*WAXWING",144,"GRAIN_YIELD",7.085,0.209,0.457,"t/ha","476940_53"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",476940,53,"WEAVER/TSC//WEAVER/3/WEAVER/4/2*WAXWING",144,"GRAIN_YIELD",5.896,0.169,0.411,"t/ha","476940_53"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480273,34,"ELVIRA/5/CNDO/R143//ENTE/MEXI75/3/AE.SQ/4/2*OCI/6/VEE/PJN//KAUZ/3/PASTOR",144,"GRAIN_YIELD",5.762,0.061,0.488,"t/ha","480273_34"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480273,34,"ELVIRA/5/CNDO/R143//ENTE/MEXI75/3/AE.SQ/4/2*OCI/6/VEE/PJN//KAUZ/3/PASTOR",144,"GRAIN_YIELD",6.945,0.209,0.457,"t/ha","480273_34"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480273,34,"ELVIRA/5/CNDO/R143//ENTE/MEXI75/3/AE.SQ/4/2*OCI/6/VEE/PJN//KAUZ/3/PASTOR",144,"GRAIN_YIELD",6.648,0.169,0.411,"t/ha","480273_34"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480808,72,"WHEAR/VIVITSI//WHEAR",144,"GRAIN_YIELD",6.362,0.061,0.488,"t/ha","480808_72"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480808,72,"WHEAR/VIVITSI//WHEAR",144,"GRAIN_YIELD",7.675,0.209,0.457,"t/ha","480808_72"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480808,72,"WHEAR/VIVITSI//WHEAR",144,"GRAIN_YIELD",6.919,0.169,0.411,"t/ha","480808_72"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480809,65,"KISKADEE #1",144,"GRAIN_YIELD",7.085,0.061,0.488,"t/ha","480809_65"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480809,65,"KISKADEE #1",144,"GRAIN_YIELD",8.265,0.209,0.457,"t/ha","480809_65"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480809,65,"KISKADEE #1",144,"GRAIN_YIELD",6.336,0.169,0.411,"t/ha","480809_65"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480813,15,"CHEWINK",144,"GRAIN_YIELD",7.009,0.061,0.488,"t/ha","480813_15"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480813,15,"CHEWINK",144,"GRAIN_YIELD",8.17,0.209,0.457,"t/ha","480813_15"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480813,15,"CHEWINK",144,"GRAIN_YIELD",6.504,0.169,0.411,"t/ha","480813_15"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480813,18,"CHEWINK #1",144,"GRAIN_YIELD",6.341,0.061,0.488,"t/ha","480813_18"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480813,18,"CHEWINK #1",144,"GRAIN_YIELD",7.815,0.209,0.457,"t/ha","480813_18"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480813,18,"CHEWINK #1",144,"GRAIN_YIELD",7.009,0.169,0.411,"t/ha","480813_18"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480816,85,"WHEAR/KIRITATI/3/C80.1/3*BATAVIA//2*WBLL1",144,"GRAIN_YIELD",6.139,0.061,0.488,"t/ha","480816_85"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480816,85,"WHEAR/KIRITATI/3/C80.1/3*BATAVIA//2*WBLL1",144,"GRAIN_YIELD",7.875,0.209,0.457,"t/ha","480816_85"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480816,85,"WHEAR/KIRITATI/3/C80.1/3*BATAVIA//2*WBLL1",144,"GRAIN_YIELD",7.14,0.169,0.411,"t/ha","480816_85"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480818,39,"CHYAKHURA",144,"GRAIN_YIELD",6.794,0.061,0.488,"t/ha","480818_39"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480818,39,"CHYAKHURA",144,"GRAIN_YIELD",8.185,0.209,0.457,"t/ha","480818_39"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480818,39,"CHYAKHURA",144,"GRAIN_YIELD",6.859,0.169,0.411,"t/ha","480818_39"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480819,47,"WHEAR/KUKUNA/3/C80.1/3*BATAVIA//2*WBLL1",144,"GRAIN_YIELD",6.92,0.061,0.488,"t/ha","480819_47"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480819,47,"WHEAR/KUKUNA/3/C80.1/3*BATAVIA//2*WBLL1",144,"GRAIN_YIELD",7.79,0.209,0.457,"t/ha","480819_47"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480819,47,"WHEAR/KUKUNA/3/C80.1/3*BATAVIA//2*WBLL1",144,"GRAIN_YIELD",6.913,0.169,0.411,"t/ha","480819_47"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480819,54,"WHEAR/KUKUNA/3/C80.1/3*BATAVIA//2*WBLL1",144,"GRAIN_YIELD",6.743,0.061,0.488,"t/ha","480819_54"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480819,54,"WHEAR/KUKUNA/3/C80.1/3*BATAVIA//2*WBLL1",144,"GRAIN_YIELD",8.145,0.209,0.457,"t/ha","480819_54"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480819,54,"WHEAR/KUKUNA/3/C80.1/3*BATAVIA//2*WBLL1",144,"GRAIN_YIELD",6.843,0.169,0.411,"t/ha","480819_54"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480824,48,"WHEAR/KURUKU/3/C80.1/3*BATAVIA//2*WBLL1",144,"GRAIN_YIELD",5.859,0.061,0.488,"t/ha","480824_48"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480824,48,"WHEAR/KURUKU/3/C80.1/3*BATAVIA//2*WBLL1",144,"GRAIN_YIELD",7.8,0.209,0.457,"t/ha","480824_48"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480824,48,"WHEAR/KURUKU/3/C80.1/3*BATAVIA//2*WBLL1",144,"GRAIN_YIELD",6.403,0.169,0.411,"t/ha","480824_48"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",480829,85,"WHEAR//2*PRL/2*PASTOR",144,"GRAIN_YIELD",6.54,0.041,0.351,"t/ha","480829_85"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",480829,85,"WHEAR//2*PRL/2*PASTOR",144,"GRAIN_YIELD",3.533,0.103,0.32,"t/ha","480829_85"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",40,42141,"MEXICO","CIANO-FLAT-5IR","2011",480829,88,"WHEAR//2*PRL/2*PASTOR",144,"GRAIN_YIELD",6.158,0.041,0.351,"t/ha","480829_88"
"32ND ELITE SPRING WHEAT YT",32,"eswyt.32",41,42141,"MEXICO","CIANO-FLAT-5IR","2011",480829,88,"WHEAR//2*PRL/2*PASTOR",144,"GRAIN_YIELD",3.604,0.103,0.32,"t/ha","480829_88"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480883,18,"WAXWING//PFAU/WEAVER",144,"GRAIN_YIELD",7.12,0.061,0.488,"t/ha","480883_18"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480883,18,"WAXWING//PFAU/WEAVER",144,"GRAIN_YIELD",7.46,0.209,0.457,"t/ha","480883_18"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480883,18,"WAXWING//PFAU/WEAVER",144,"GRAIN_YIELD",6.326,0.169,0.411,"t/ha","480883_18"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480887,13,"HUW234+LR34/PRINIA//PFAU/WEAVER",144,"GRAIN_YIELD",6.388,0.061,0.488,"t/ha","480887_13"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",32,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480887,13,"HUW234+LR34/PRINIA//PFAU/WEAVER",144,"GRAIN_YIELD",7.43,0.209,0.457,"t/ha","480887_13"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",33,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480887,13,"HUW234+LR34/PRINIA//PFAU/WEAVER",144,"GRAIN_YIELD",6.297,0.169,0.411,"t/ha","480887_13"
"30TH ELITE SPRING WHEAT YT",30,"eswyt.30",29,42138,"MEXICO","CIANO - FULL IRRIGATION","2009",480889,19,"KINDE #1",144,"GRAIN_YIELD",7.005,0.061,0.488,"t/ha","480889_19"
